#Total(seconds)   GW(seconds)       Red(seconds)      White(seconds)
-0.000078803303120 -0.000078907641589 0.000000000000000 0.000000104338469
-0.000078937745329 -0.000078736293495 0.000000000000000 -0.000000201451834
-0.000078949993625 -0.000078523533218 0.000000000000000 -0.000000426460407
-0.000078063228008 -0.000078375996473 0.000000000000000 0.000000312768465
-0.000078513415791 -0.000078230419931 0.000000000000000 -0.000000282995859
-0.000077832817093 -0.000078087900360 0.000000000000000 0.000000255083267
-0.000077586567225 -0.000077929076053 0.000000000000000 0.000000342508827
-0.000078013869779 -0.000077821258180 0.000000000000000 -0.000000192611599
-0.000077531156633 -0.000077670727967 0.000000000000000 0.000000139571333
-0.000077667395499 -0.000077537322373 0.000000000000000 -0.000000130073126
-0.000077140914204 -0.000077356750226 0.000000000000000 0.000000215836022
-0.000076856482938 -0.000077130767294 0.000000000000000 0.000000274284356
-0.000077703731203 -0.000076945296547 0.000000000000000 -0.000000758434655
-0.000076588976808 -0.000076773818090 0.000000000000000 0.000000184841281
-0.000076976338283 -0.000076607428853 0.000000000000000 -0.000000368909429
-0.000076493023904 -0.000076350636710 0.000000000000000 -0.000000142387193
-0.000076159113920 -0.000076155130307 0.000000000000000 -0.000000003983613
-0.000075456378208 -0.000075887362188 0.000000000000000 0.000000430983980
-0.000075636325122 -0.000075645458929 0.000000000000000 0.000000009133807
-0.000075597494367 -0.000075380682053 0.000000000000000 -0.000000216812314
-0.000075412802658 -0.000074997275056 0.000000000000000 -0.000000415527602
-0.000074696387638 -0.000074698300722 0.000000000000000 0.000000001913085
-0.000074085387094 -0.000074262349854 0.000000000000000 0.000000176962760
-0.000073500303256 -0.000073961888204 0.000000000000000 0.000000461584948
-0.000073649005531 -0.000073476427246 0.000000000000000 -0.000000172578285
-0.000072685444008 -0.000073000833276 0.000000000000000 0.000000315389268
-0.000072841013408 -0.000072701205989 0.000000000000000 -0.000000139807419
-0.000072473146615 -0.000072312387387 0.000000000000000 -0.000000160759228
-0.000072196301042 -0.000071829243089 0.000000000000000 -0.000000367057953
-0.000071592947810 -0.000071511004672 0.000000000000000 -0.000000081943138
-0.000071459891363 -0.000070988596521 0.000000000000000 -0.000000471294842
-0.000069924241033 -0.000070629854602 0.000000000000000 0.000000705613569
-0.000070091319886 -0.000070208199363 0.000000000000000 0.000000116879476
-0.000069651477512 -0.000069823005040 0.000000000000000 0.000000171527529
-0.000068889583471 -0.000069272617905 0.000000000000000 0.000000383034434
-0.000068474108673 -0.000068713240957 0.000000000000000 0.000000239132285
-0.000067826369893 -0.000068375596181 0.000000000000000 0.000000549226288
-0.000067670365604 -0.000067960599113 0.000000000000000 0.000000290233509
-0.000067426285348 -0.000067413087344 0.000000000000000 -0.000000013198004
-0.000066592614904 -0.000067061057236 0.000000000000000 0.000000468442332
-0.000066758711893 -0.000066600861938 0.000000000000000 -0.000000157849955
-0.000066056043813 -0.000066332464143 0.000000000000000 0.000000276420330
-0.000066536065220 -0.000066008656279 0.000000000000000 -0.000000527408941
-0.000065523769456 -0.000065434965940 0.000000000000000 -0.000000088803516
-0.000065392705289 -0.000064990113705 0.000000000000000 -0.000000402591584
-0.000063757194349 -0.000064665695449 0.000000000000000 0.000000908501100
-0.000064369460607 -0.000064411330840 0.000000000000000 0.000000041870233
-0.000064085445726 -0.000064031844652 0.000000000000000 -0.000000053601074
-0.000063691115442 -0.000063726567077 0.000000000000000 0.000000035451635
-0.000063306101524 -0.000063386611838 0.000000000000000 0.000000080510314
-0.000063000032431 -0.000062776677588 0.000000000000000 -0.000000223354843
-0.000062634542625 -0.000062455455182 0.000000000000000 -0.000000179087444
-0.000062199365497 -0.000062016771035 0.000000000000000 -0.000000182594462
-0.000061931505275 -0.000061728944055 0.000000000000000 -0.000000202561219
-0.000061550123910 -0.000061264195293 0.000000000000000 -0.000000285928617
-0.000060819421563 -0.000060938538454 0.000000000000000 0.000000119116891
-0.000060987902560 -0.000060659863194 0.000000000000000 -0.000000328039366
-0.000060425792085 -0.000060201074476 0.000000000000000 -0.000000224717609
-0.000059221569765 -0.000059541761984 0.000000000000000 0.000000320192220
-0.000058854716744 -0.000058873806260 0.000000000000000 0.000000019089516
-0.000058209003088 -0.000058297850358 0.000000000000000 0.000000088847270
-0.000057647145186 -0.000057935637807 0.000000000000000 0.000000288492620
-0.000056809538995 -0.000057560353555 0.000000000000000 0.000000750814559
-0.000056762962769 -0.000056931990078 0.000000000000000 0.000000169027309
-0.000056927631723 -0.000056602887623 0.000000000000000 -0.000000324744100
-0.000056095641697 -0.000056248601044 0.000000000000000 0.000000152959347
-0.000056127472966 -0.000055832305703 0.000000000000000 -0.000000295167263
-0.000055359060110 -0.000055215535916 0.000000000000000 -0.000000143524193
-0.000054538954696 -0.000054858493368 0.000000000000000 0.000000319538673
-0.000054379251091 -0.000054275431062 0.000000000000000 -0.000000103820029
-0.000053879661222 -0.000053968328365 0.000000000000000 0.000000088667143
-0.000053275483183 -0.000053668696506 0.000000000000000 0.000000393213323
-0.000053603831403 -0.000053396179815 0.000000000000000 -0.000000207651588
-0.000052793995333 -0.000053139296434 0.000000000000000 0.000000345301101
-0.000052269262779 -0.000052807240704 0.000000000000000 0.000000537977925
-0.000051958444166 -0.000052569576121 0.000000000000000 0.000000611131955
-0.000052167670275 -0.000052145832154 0.000000000000000 -0.000000021838121
-0.000052084566567 -0.000051791956600 0.000000000000000 -0.000000292609967
-0.000051504077446 -0.000051553555002 0.000000000000000 0.000000049477557
-0.000051130892784 -0.000051297728891 0.000000000000000 0.000000166836107
-0.000050943823664 -0.000050998924428 0.000000000000000 0.000000055100763
-0.000050491096248 -0.000050542403880 0.000000000000000 0.000000051307631
-0.000050169855648 -0.000050263971113 0.000000000000000 0.000000094115465
-0.000049953341762 -0.000050024631469 0.000000000000000 0.000000071289707
-0.000049572604262 -0.000049624982079 0.000000000000000 0.000000052377817
-0.000049256245471 -0.000049324246642 0.000000000000000 0.000000068001171
-0.000048923097299 -0.000048807813478 0.000000000000000 -0.000000115283820
-0.000048814887194 -0.000048505018726 0.000000000000000 -0.000000309868468
-0.000047988010459 -0.000048037128177 0.000000000000000 0.000000049117718
-0.000047737265746 -0.000047533222174 0.000000000000000 -0.000000204043572
-0.000047154457962 -0.000047211264618 0.000000000000000 0.000000056806656
-0.000047112289076 -0.000046799599620 0.000000000000000 -0.000000312689455
-0.000046104434502 -0.000046369122637 0.000000000000000 0.000000264688135
-0.000046039459365 -0.000045932012797 0.000000000000000 -0.000000107446568
-0.000045477619478 -0.000045685227108 0.000000000000000 0.000000207607630
-0.000045994967802 -0.000045417176723 0.000000000000000 -0.000000577791079
-0.000045437360434 -0.000045095127623 0.000000000000000 -0.000000342232811
-0.000044758585747 -0.000044828248478 0.000000000000000 0.000000069662732
-0.000044490596738 -0.000044524031362 0.000000000000000 0.000000033434624
-0.000044191833109 -0.000044199662172 0.000000000000000 0.000000007829064
-0.000044382139264 -0.000043935724958 0.000000000000000 -0.000000446414305
-0.000043064347535 -0.000043630324361 0.000000000000000 0.000000565976826
-0.000043163226184 -0.000043418658342 0.000000000000000 0.000000255432158
-0.000043598164685 -0.000043061001135 0.000000000000000 -0.000000537163550
-0.000042771901929 -0.000042716701249 0.000000000000000 -0.000000055200680
-0.000041974483898 -0.000042323740981 0.000000000000000 0.000000349257084
-0.000041780789237 -0.000041945260157 0.000000000000000 0.000000164470921
-0.000041330518010 -0.000041687020246 0.000000000000000 0.000000356502235
-0.000041541569357 -0.000041404553297 0.000000000000000 -0.000000137016060
-0.000041333698290 -0.000041101474277 0.000000000000000 -0.000000232224014
-0.000040834847033 -0.000040735268953 0.000000000000000 -0.000000099578080
-0.000040669147388 -0.000040459103305 0.000000000000000 -0.000000210044083
