#Total(seconds)   GW(seconds)       Red(seconds)      White(seconds)
0.000014033362669 0.000014260592830 0.000000000000000 -0.000000227230161
0.000012517722905 0.000012557652864 0.000000000000000 -0.000000039929960
0.000010560507120 0.000010685432837 0.000000000000000 -0.000000124925717
0.000009043284557 0.000009454688987 0.000000000000000 -0.000000411404430
0.000007997139823 0.000008065488067 0.000000000000000 -0.000000068348244
0.000006684640395 0.000006495854440 0.000000000000000 0.000000188785955
0.000004955870092 0.000004796147585 0.000000000000000 0.000000159722507
0.000003266834207 0.000003627896554 0.000000000000000 -0.000000361062347
0.000002111475528 0.000002007217230 0.000000000000000 0.000000104258299
0.000000256906538 0.000000451312704 0.000000000000000 -0.000000194406166
-0.000001688671303 -0.000001430340720 0.000000000000000 -0.000000258330583
-0.000003588017276 -0.000003655944301 0.000000000000000 0.000000067927025
-0.000005822985477 -0.000005442310072 0.000000000000000 -0.000000380675404
-0.000007694629397 -0.000007263651904 0.000000000000000 -0.000000430977492
-0.000008789167055 -0.000008993883647 0.000000000000000 0.000000204716593
-0.000011373647707 -0.000011227251457 0.000000000000000 -0.000000146396249
-0.000012649111495 -0.000012902060017 0.000000000000000 0.000000252948522
-0.000015499781609 -0.000015197729023 0.000000000000000 -0.000000302052587
-0.000016679292800 -0.000016974193395 0.000000000000000 0.000000294900595
-0.000018528976648 -0.000018649845256 0.000000000000000 0.000000120868608
-0.000020867121735 -0.000020809318626 0.000000000000000 -0.000000057803109
-0.000022674221698 -0.000022435529788 0.000000000000000 -0.000000238691910
-0.000024503958185 -0.000024806236464 0.000000000000000 0.000000302278279
-0.000026385475353 -0.000026414764161 0.000000000000000 0.000000029288808
-0.000029633258502 -0.000028938866240 0.000000000000000 -0.000000694392262
-0.000031324775408 -0.000031348152262 0.000000000000000 0.000000023376854
-0.000032797044607 -0.000032768970974 0.000000000000000 -0.000000028073633
-0.000034250559982 -0.000034466729234 0.000000000000000 0.000000216169252
-0.000036416482715 -0.000036449715329 0.000000000000000 0.000000033232614
-0.000037979565744 -0.000037714792882 0.000000000000000 -0.000000264772862
-0.000039588644197 -0.000039811738451 0.000000000000000 0.000000223094254
-0.000041147901163 -0.000041149373828 0.000000000000000 0.000000001472665
-0.000042492764992 -0.000042636674997 0.000000000000000 0.000000143910005
-0.000044422196438 -0.000044044069818 0.000000000000000 -0.000000378126620
-0.000046278408776 -0.000046148202295 0.000000000000000 -0.000000130206480
-0.000048360287436 -0.000048381539054 0.000000000000000 0.000000021251619
-0.000049603573499 -0.000049808365715 0.000000000000000 0.000000204792216
-0.000051868531752 -0.000051543680479 0.000000000000000 -0.000000324851274
-0.000054035655352 -0.000053908319089 0.000000000000000 -0.000000127336263
-0.000055676542783 -0.000055480384300 0.000000000000000 -0.000000196158483
-0.000057220021779 -0.000057647843325 0.000000000000000 0.000000427821546
-0.000059221150510 -0.000058935184293 0.000000000000000 -0.000000285966217
-0.000060399635501 -0.000060450531434 0.000000000000000 0.000000050895933
