#Total(seconds)   GW(seconds)       Red(seconds)      White(seconds)
-0.000153597895712 -0.000152715799527 0.000000000000000 -0.000000882096185
-0.000152854831161 -0.000152571533786 0.000000000000000 -0.000000283297375
-0.000153332698612 -0.000152450572687 0.000000000000000 -0.000000882125925
-0.000152248618502 -0.000152374024699 0.000000000000000 0.000000125406197
-0.000151978164276 -0.000152293906427 0.000000000000000 0.000000315742152
-0.000152357147555 -0.000152206496142 0.000000000000000 -0.000000150651413
-0.000152134979306 -0.000152107975265 0.000000000000000 -0.000000027004041
-0.000151654480580 -0.000152037926248 0.000000000000000 0.000000383445668
-0.000152955647438 -0.000151933951383 0.000000000000000 -0.000001021696054
-0.000152867771253 -0.000151807373583 0.000000000000000 -0.000001060397670
-0.000152195645328 -0.000151701333241 0.000000000000000 -0.000000494312087
-0.000151688556667 -0.000151630956489 0.000000000000000 -0.000000057600177
-0.000151373577010 -0.000151600439347 0.000000000000000 0.000000226862337
-0.000151332357965 -0.000151584116836 0.000000000000000 0.000000251758871
-0.000152092933819 -0.000151562687148 0.000000000000000 -0.000000530246672
-0.000151301817426 -0.000151539956483 0.000000000000000 0.000000238139057
-0.000151547604277 -0.000151520034289 0.000000000000000 -0.000000027569988
-0.000152006559207 -0.000151480650651 0.000000000000000 -0.000000525908556
-0.000150869485215 -0.000151438035824 0.000000000000000 0.000000568550609
-0.000152042450887 -0.000151416347342 0.000000000000000 -0.000000626103545
-0.000151550551742 -0.000151432089363 0.000000000000000 -0.000000118462379
-0.000152205526346 -0.000151436364123 0.000000000000000 -0.000000769162223
-0.000152274120275 -0.000151440293517 0.000000000000000 -0.000000833826757
-0.000151667044472 -0.000151430902777 0.000000000000000 -0.000000236141695
-0.000151943107488 -0.000151351721850 0.000000000000000 -0.000000591385639
-0.000150811475200 -0.000151197882235 0.000000000000000 0.000000386407034
-0.000150770227751 -0.000151078796601 0.000000000000000 0.000000308568850
-0.000150880916004 -0.000150925655223 0.000000000000000 0.000000044739219
-0.000150476058459 -0.000150745275536 0.000000000000000 0.000000269217077
-0.000150979580082 -0.000150634843780 0.000000000000000 -0.000000344736302
-0.000149882100492 -0.000150449618883 0.000000000000000 0.000000567518391
-0.000150379378643 -0.000150315126097 0.000000000000000 -0.000000064252546
-0.000149515642974 -0.000150135650380 0.000000000000000 0.000000620007406
