#Total(seconds)   GW(seconds)       Red(seconds)      White(seconds)
0.000006572174621 0.000006719031095 0.000000000000000 -0.000000146856474
0.000004536032809 0.000004943479510 0.000000000000000 -0.000000407446701
0.000002700484762 0.000002984748024 0.000000000000000 -0.000000284263263
0.000001694340264 0.000001688146156 0.000000000000000 0.000000006194107
0.000000346589938 0.000000200851762 0.000000000000000 0.000000145738176
-0.000001420467554 -0.000001484871768 0.000000000000000 0.000000064404214
-0.000003341480105 -0.000003287630444 0.000000000000000 -0.000000053849662
-0.000004492363463 -0.000004543362052 0.000000000000000 0.000000050998589
-0.000006439776214 -0.000006292605644 0.000000000000000 -0.000000147170570
-0.000007936935955 -0.000007972409387 0.000000000000000 0.000000035473432
-0.000010236379007 -0.000009999942013 0.000000000000000 -0.000000236436994
-0.000012522118392 -0.000012337600920 0.000000000000000 -0.000000184517472
-0.000014123793135 -0.000014171989082 0.000000000000000 0.000000048195947
-0.000015861160561 -0.000016070889338 0.000000000000000 0.000000209728777
-0.000017646943708 -0.000017892193205 0.000000000000000 0.000000245249497
-0.000020314751953 -0.000020226468546 0.000000000000000 -0.000000088283408
-0.000021677389631 -0.000021955813309 0.000000000000000 0.000000278423678
-0.000023996770747 -0.000024244046695 0.000000000000000 0.000000247275948
-0.000026042882795 -0.000025979924785 0.000000000000000 -0.000000062958010
-0.000028073974774 -0.000027599297819 0.000000000000000 -0.000000474676955
-0.000029560814524 -0.000029683529747 0.000000000000000 0.000000122715223
-0.000031046587817 -0.000031236648762 0.000000000000000 0.000000190060945
-0.000033186876188 -0.000033490491138 0.000000000000000 0.000000303614950
-0.000035173140297 -0.000035014712138 0.000000000000000 -0.000000158428159
-0.000037338712417 -0.000037398050270 0.000000000000000 0.000000059337853
-0.000039427290478 -0.000039721612659 0.000000000000000 0.000000294322182
-0.000041248954372 -0.000041098463743 0.000000000000000 -0.000000150490629
-0.000042551079727 -0.000042737689108 0.000000000000000 0.000000186609381
-0.000044647199147 -0.000044673972423 0.000000000000000 0.000000026773276
-0.000046005531858 -0.000045895072150 0.000000000000000 -0.000000110459707
-0.000047666458772 -0.000047875545859 0.000000000000000 0.000000209087087
